Nome file,Classe,Sottoclasse,Ampiezza del segnale,Durata,Frequenza,Numero di canali,Fase,Frequenza massima interna,Bit Depth,Forma d'onda
6102601Y,Non-Target,Atlantic Spotted Dolphin,0.9995117,1.551,80000,1,0.009765625,0.0,Signed 16 bit PCM,"(124080,)"
6102601Z,Non-Target,Atlantic Spotted Dolphin,0.6953125,1.3395,80000,1,0.014160156,0.0,Signed 16 bit PCM,"(107160,)"
61026020,Non-Target,Atlantic Spotted Dolphin,0.8354492,1.4241,80000,1,0.020019531,0.0,Signed 16 bit PCM,"(113928,)"
61026021,Non-Target,Atlantic Spotted Dolphin,0.5708008,1.5369,80000,1,-0.00048828125,0.0,Signed 16 bit PCM,"(122952,)"
6102602I,Non-Target,Atlantic Spotted Dolphin,0.9291992,1.2408,80000,1,0.008300781,0.0,Signed 16 bit PCM,"(99264,)"
6102602J,Non-Target,Atlantic Spotted Dolphin,0.26904297,1.5792,80000,1,0.0024414062,0.0,Signed 16 bit PCM,"(126336,)"
6102602K,Non-Target,Atlantic Spotted Dolphin,0.29541016,1.4382,80000,1,0.00390625,0.0,Signed 16 bit PCM,"(115056,)"
6102602T,Non-Target,Atlantic Spotted Dolphin,0.53222656,1.7907,80000,1,-0.012207031,0.0,Signed 16 bit PCM,"(143256,)"
6102602U,Non-Target,Atlantic Spotted Dolphin,0.5415039,1.692,80000,1,-0.0024414062,0.0,Signed 16 bit PCM,"(135360,)"
6102602V,Non-Target,Atlantic Spotted Dolphin,0.5810547,1.2549,80000,1,0.009277344,0.0,Signed 16 bit PCM,"(100392,)"
6102602W,Non-Target,Atlantic Spotted Dolphin,0.7885742,1.1421,80000,1,0.00390625,0.0,Signed 16 bit PCM,"(91368,)"
61026031,Non-Target,Atlantic Spotted Dolphin,0.5727539,1.4946,80000,1,0.0,0.0,Signed 16 bit PCM,"(119568,)"
61026036,Non-Target,Atlantic Spotted Dolphin,0.30566406,1.3677,80000,1,-0.00048828125,0.0,Signed 16 bit PCM,"(109416,)"
6102603A,Non-Target,Atlantic Spotted Dolphin,0.55029297,1.3959,80000,1,-0.009765625,0.0,Signed 16 bit PCM,"(111672,)"
6102603C,Non-Target,Atlantic Spotted Dolphin,0.2529297,1.6074,80000,1,-0.0029296875,0.0,Signed 16 bit PCM,"(128592,)"
6102603E,Non-Target,Atlantic Spotted Dolphin,0.3803711,1.5087,80000,1,0.023925781,0.0,Signed 16 bit PCM,"(120696,)"
6102603F,Non-Target,Atlantic Spotted Dolphin,0.48486328,1.3959,80000,1,-0.014160156,0.0,Signed 16 bit PCM,"(111672,)"
6102603I,Non-Target,Atlantic Spotted Dolphin,0.76660156,1.3113,80000,1,-0.015136719,0.0,Signed 16 bit PCM,"(104904,)"
6102603L,Non-Target,Atlantic Spotted Dolphin,0.23828125,1.4382,80000,1,0.012207031,0.0,Signed 16 bit PCM,"(115056,)"
6102603O,Non-Target,Atlantic Spotted Dolphin,0.76660156,1.2486125,80000,1,-0.017578125,0.0,Signed 16 bit PCM,"(99889,)"
6102603S,Non-Target,Atlantic Spotted Dolphin,0.23828125,1.2980625,80000,1,-0.0068359375,0.0,Signed 16 bit PCM,"(103845,)"
6102603V,Non-Target,Atlantic Spotted Dolphin,0.8652344,1.4835,80000,1,0.021972656,779.80756,Signed 16 bit PCM,"(118680,)"
6102603W,Non-Target,Atlantic Spotted Dolphin,0.87841797,1.3846,80000,1,-0.01171875,0.0,Signed 16 bit PCM,"(110768,)"
6102603X,Non-Target,Atlantic Spotted Dolphin,1.0,1.310425,80000,1,0.0053710938,0.0,Signed 16 bit PCM,"(104834,)"
6102603Z,Non-Target,Atlantic Spotted Dolphin,0.48779297,1.3846,80000,1,0.018554688,0.0,Signed 16 bit PCM,"(110768,)"
6102604J,Non-Target,Atlantic Spotted Dolphin,0.39208984,1.9292,80000,1,-0.015625,0.0,Signed 16 bit PCM,"(154336,)"
6102604K,Non-Target,Atlantic Spotted Dolphin,0.68847656,1.670825,80000,1,-0.0146484375,0.0,Signed 16 bit PCM,"(133666,)"
6102604L,Non-Target,Atlantic Spotted Dolphin,0.90625,1.75695,80000,1,-0.019042969,0.0,Signed 16 bit PCM,"(140556,)"
Stfr-Multisound-NOAA-PAGroup-01-atlantic-spotted-dolphin-clip,Non-Target,Atlantic Spotted Dolphin,0.44009283,4.865895833333333,48000,1,0.004381384,0.0,MPEG Layer III,"(233563,)"
Laac-whistles-NOAA-PAGroup-01-atlantic-white-sided-dolphin-clip,Non-Target,Atlantic white-sided dolphin,1.0033637,12.013650793650793,44100,1,0.020426825,0.0,MPEG Layer III,"(529802,)"
Aust.-fur-seal-ia-male-bark,Non-Target,Australian Fur Seal,0.99850464,6.260861678004535,22050,1,0.020233154,1938.8032,Signed 16 bit PCM,"(138052,)"
Aust.-sea-lion-ia-male-bark,Non-Target,Australian Sea Lion,1.0,7.092879818594104,22050,1,0.09887695,0.0,Signed 16 bit PCM,"(156398,)"
Orcaella_heinsohni_Chandra-Roebuck-clipped_T0116_1to30sec-copy,Non-Target,Australian Snubfin Dolphin,1.0,3.089953125,192000,1,0.014368653,0.0,Signed 24 bit PCM,"(593271,)"
Bar-Jack,Non-Target,Bar jack,0.6170654,8.52172335600907,44100,2,0.0,0.0,Signed 16 bit PCM,"(375808,)"
Barred-Grunt,Non-Target,Barred Grunt,0.9380188,7.9412244897959186,44100,2,0.0,0.0,Signed 16 bit PCM,"(350208,)"
66038001,Non-Target,Bearded Seal,0.30126953,3.905777777777778,18000,1,0.061523438,0.0,Signed 16 bit PCM,"(70304,)"
66038002,Non-Target,Bearded Seal,0.3935547,6.109111111111111,18000,1,-0.02734375,0.0,Signed 16 bit PCM,"(109964,)"
66038003,Non-Target,Bearded Seal,0.26220703,6.5398,30000,1,0.0043945312,0.0,Signed 16 bit PCM,"(196194,)"
66038004,Non-Target,Bearded Seal,0.35546875,8.174777777777777,18000,1,0.016113281,0.0,Signed 16 bit PCM,"(147146,)"
66038005,Non-Target,Bearded Seal,0.5498047,8.174777777777777,18000,1,-0.009765625,0.0,Signed 16 bit PCM,"(147146,)"
66038007,Non-Target,Bearded Seal,0.32128906,8.037,18000,1,-0.016113281,0.0,Signed 16 bit PCM,"(144666,)"
70025001,Non-Target,Bearded Seal,0.41601562,2.8359375,20480,1,0.021972656,0.0,Signed 16 bit PCM,"(58080,)"
70025002,Non-Target,Bearded Seal,0.29003906,2.7046875,20480,1,0.015136719,0.0,Signed 16 bit PCM,"(55392,)"
70025003,Non-Target,Bearded Seal,0.28857422,2.8359375,20480,1,-0.021484375,0.0,Signed 16 bit PCM,"(58080,)"
70025004,Non-Target,Bearded Seal,0.47460938,2.8359375,20480,1,-0.024414062,0.0,Signed 16 bit PCM,"(58080,)"
70025005,Non-Target,Bearded Seal,0.35351562,1.41796875,20480,1,0.049804688,0.0,Signed 16 bit PCM,"(29040,)"
70025006,Non-Target,Bearded Seal,0.5776367,2.5640625,20480,1,0.22607422,0.0,Signed 16 bit PCM,"(52512,)"
70025007,Non-Target,Bearded Seal,0.3696289,2.1046875,20480,1,-0.0063476562,0.0,Signed 16 bit PCM,"(43104,)"
70025008,Non-Target,Bearded Seal,0.14208984,1.321875,10240,1,0.011230469,0.0,Signed 16 bit PCM,"(13536,)"
70025009,Non-Target,Bearded Seal,0.13671875,1.9921875,10240,1,0.0146484375,0.0,Signed 16 bit PCM,"(20400,)"
71012001,Non-Target,Bearded Seal,0.04736328,1.41796875,5120,1,0.0014648438,0.0,Signed 16 bit PCM,"(7260,)"
71012002,Non-Target,Bearded Seal,0.16992188,1.41796875,5120,1,0.005859375,0.0,Signed 16 bit PCM,"(7260,)"
71012003,Non-Target,Bearded Seal,0.047851562,0.75,5120,1,0.0073242188,0.0,Signed 16 bit PCM,"(3840,)"
71012004,Non-Target,Bearded Seal,0.08496094,0.75,5120,1,-0.00048828125,0.0,Signed 16 bit PCM,"(3840,)"
71012005,Non-Target,Bearded Seal,0.13574219,0.75,5120,1,-0.005859375,0.0,Signed 16 bit PCM,"(3840,)"
71012006,Non-Target,Bearded Seal,0.1772461,1.134375,5120,1,0.0068359375,0.0,Signed 16 bit PCM,"(5808,)"
71012007,Non-Target,Bearded Seal,0.12011719,1.209375,5120,1,-0.0068359375,0.0,Signed 16 bit PCM,"(6192,)"
71012008,Non-Target,Bearded Seal,0.12158203,0.83671875,5120,1,0.00390625,0.0,Signed 16 bit PCM,"(4284,)"
71012009,Non-Target,Bearded Seal,0.14990234,0.83671875,5120,1,-0.00390625,0.0,Signed 16 bit PCM,"(4284,)"
72021005,Non-Target,Bearded Seal,0.55029297,142.5,10240,1,0.0009765625,0.0,Signed 16 bit PCM,"(1459200,)"
7202100T,Non-Target,Bearded Seal,0.44970703,2.8359375,10240,1,-0.010253906,0.0,Signed 16 bit PCM,"(29040,)"
7202100V,Non-Target,Bearded Seal,0.3413086,2.8359375,10240,1,-0.021972656,0.0,Signed 16 bit PCM,"(29040,)"
7202100Z,Non-Target,Bearded Seal,0.5097656,2.465625,10240,1,-0.019042969,0.0,Signed 16 bit PCM,"(25248,)"
78018001,Non-Target,Bearded Seal,0.5751953,40.875,10240,1,0.026367188,0.0,Signed 16 bit PCM,"(418560,)"
78018002,Non-Target,Bearded Seal,0.7495117,45.3,10240,1,-0.1694336,0.0,Signed 16 bit PCM,"(463872,)"
78018003,Non-Target,Bearded Seal,0.5473633,11.34375,10240,1,-0.10253906,0.0,Signed 16 bit PCM,"(116160,)"
78018005,Non-Target,Bearded Seal,0.68359375,11.34375,10240,1,-0.09716797,0.0,Signed 16 bit PCM,"(116160,)"
7801800B,Non-Target,Bearded Seal,0.5571289,2.7515625,10240,1,-0.20361328,0.0,Signed 16 bit PCM,"(28176,)"
7801800D,Non-Target,Bearded Seal,0.61816406,2.7515625,10240,1,-0.048828125,0.0,Signed 16 bit PCM,"(28176,)"
7801800H,Non-Target,Bearded Seal,0.66552734,3.61875,10240,1,-0.22998047,0.0,Signed 16 bit PCM,"(37056,)"
7801800J,Non-Target,Bearded Seal,0.60009766,3.61875,10240,1,0.17578125,0.0,Signed 16 bit PCM,"(37056,)"
7801800M,Non-Target,Bearded Seal,0.6660156,11.30625,10240,1,0.10107422,0.0,Signed 16 bit PCM,"(115776,)"
Bearded_Seal,Non-Target,Bearded Seal,0.9503479,53.127256235827666,44100,2,0.0,0.0,Signed 16 bit PCM,"(2342912,)"
Erba-Multisound-Cornell-OrnithologyLab-01-bearded-seal-clip,Non-Target,Bearded Seal,0.9777375,55.727981859410434,11025,1,-0.00813332,0.0,MPEG Layer III,"(614401,)"
62018001,Non-Target,"Beluga, White Whale",0.4194336,1.8635,40000,1,0.025878906,0.0,Signed 16 bit PCM,"(74540,)"
62018002,Non-Target,"Beluga, White Whale",0.3720703,2.5571,40000,1,-0.034179688,0.0,Signed 16 bit PCM,"(102284,)"
62019001,Non-Target,"Beluga, White Whale",0.9902344,4.2588,20000,1,0.009765625,0.0,Signed 16 bit PCM,"(85176,)"
62019007,Non-Target,"Beluga, White Whale",0.71191406,5.1685625,16000,1,-0.05126953,0.0,Signed 16 bit PCM,"(82697,)"
6202200E,Non-Target,"Beluga, White Whale",0.56152344,3.3323125,80000,1,-0.036132812,0.0,Signed 16 bit PCM,"(266585,)"
6202200F,Non-Target,"Beluga, White Whale",0.29052734,1.549075,80000,1,0.0014648438,0.0,Signed 16 bit PCM,"(123926,)"
6202200G,Non-Target,"Beluga, White Whale",0.9980469,4.1789,80000,1,-0.03125,0.0,Signed 16 bit PCM,"(334312,)"
6202200P,Non-Target,"Beluga, White Whale",0.69091797,1.254825,80000,1,-0.021484375,0.0,Signed 16 bit PCM,"(100386,)"
6202200Q,Non-Target,"Beluga, White Whale",0.46435547,4.4130625,80000,1,-0.0078125,0.0,Signed 16 bit PCM,"(353045,)"
6202200T,Non-Target,"Beluga, White Whale",0.7011719,4.7372875,80000,1,0.03955078,0.0,Signed 16 bit PCM,"(378983,)"
6202200W,Non-Target,"Beluga, White Whale",0.35302734,1.305225,80000,1,0.041015625,0.0,Signed 16 bit PCM,"(104418,)"
6202200Z,Non-Target,"Beluga, White Whale",0.578125,1.96655,80000,1,0.034179688,0.0,Signed 16 bit PCM,"(157324,)"
62022012,Non-Target,"Beluga, White Whale",0.1508789,1.089575,80000,1,-0.04638672,0.0,Signed 16 bit PCM,"(87166,)"
62022013,Non-Target,"Beluga, White Whale",0.62841797,1.674225,80000,1,0.032714844,0.0,Signed 16 bit PCM,"(133938,)"
62022014,Non-Target,"Beluga, White Whale",0.47216797,1.5280625,80000,1,0.045898438,0.0,Signed 16 bit PCM,"(122245,)"
62022016,Non-Target,"Beluga, White Whale",0.59033203,1.7008,80000,1,-0.0053710938,0.0,Signed 16 bit PCM,"(136064,)"
62022017,Non-Target,"Beluga, White Whale",0.36865234,2.3518875,80000,1,-0.107910156,0.0,Signed 16 bit PCM,"(188151,)"
62022018,Non-Target,"Beluga, White Whale",0.25976562,2.49805,80000,1,0.02734375,0.0,Signed 16 bit PCM,"(199844,)"
62026001,Non-Target,"Beluga, White Whale",0.27148438,2.1258,20000,1,-0.0087890625,0.0,Signed 16 bit PCM,"(42516,)"
62026002,Non-Target,"Beluga, White Whale",0.21142578,4.3827,20000,1,0.009765625,0.0,Signed 16 bit PCM,"(87654,)"
62026003,Non-Target,"Beluga, White Whale",0.32861328,5.8701,20000,1,-0.0107421875,0.0,Signed 16 bit PCM,"(117402,)"
62026006,Non-Target,"Beluga, White Whale",0.08642578,3.8974375,16000,1,-0.001953125,0.0,Signed 16 bit PCM,"(62359,)"
62026007,Non-Target,"Beluga, White Whale",0.091796875,2.7570625,16000,1,-0.0014648438,0.0,Signed 16 bit PCM,"(44113,)"
62026009,Non-Target,"Beluga, White Whale",0.14648438,8.731875,16000,1,-0.0034179688,0.0,Signed 16 bit PCM,"(139710,)"
6202600A,Non-Target,"Beluga, White Whale",0.15820312,2.007375,16000,1,-0.0009765625,0.0,Signed 16 bit PCM,"(32118,)"
6202600B,Non-Target,"Beluga, White Whale",0.10253906,2.070125,16000,1,-0.0014648438,0.0,Signed 16 bit PCM,"(33122,)"
6202600C,Non-Target,"Beluga, White Whale",0.10449219,2.0034375,16000,1,-0.025390625,0.0,Signed 16 bit PCM,"(32055,)"
6202600D,Non-Target,"Beluga, White Whale",0.12695312,2.654625,16000,1,0.00048828125,0.0,Signed 16 bit PCM,"(42474,)"
63015001,Non-Target,"Beluga, White Whale",0.50878906,4.326466666666667,30000,1,-0.06738281,0.0,Signed 16 bit PCM,"(129794,)"
63015002,Non-Target,"Beluga, White Whale",0.4404297,4.078633333333333,30000,1,0.07421875,0.0,Signed 16 bit PCM,"(122359,)"
63015003,Non-Target,"Beluga, White Whale",0.3251953,2.3434333333333335,30000,1,-0.028320312,1211.3076,Signed 16 bit PCM,"(70303,)"
63015004,Non-Target,"Beluga, White Whale",0.37841797,3.0044666666666666,30000,1,-0.0126953125,0.0,Signed 16 bit PCM,"(90134,)"
63015005,Non-Target,"Beluga, White Whale",0.28564453,2.9171,30000,1,0.049804688,0.0,Signed 16 bit PCM,"(87513,)"
63015006,Non-Target,"Beluga, White Whale",0.25097656,4.3895,16000,1,-0.043945312,0.0,Signed 16 bit PCM,"(70232,)"
65030001,Non-Target,"Beluga, White Whale",0.25097656,1.22235,40000,1,-0.012207031,0.0,Signed 16 bit PCM,"(48894,)"
65030009,Non-Target,"Beluga, White Whale",0.2163086,3.3699,40000,1,0.046875,0.0,Signed 16 bit PCM,"(134796,)"
6503000F,Non-Target,"Beluga, White Whale",0.2578125,1.37125,40000,1,0.016113281,0.0,Signed 16 bit PCM,"(54850,)"
6503000G,Non-Target,"Beluga, White Whale",0.13916016,0.5223,40000,1,0.044921875,0.0,Signed 16 bit PCM,"(20892,)"
6503000H,Non-Target,"Beluga, White Whale",0.1508789,0.61425,40000,1,-0.046875,0.0,Signed 16 bit PCM,"(24570,)"
6503000I,Non-Target,"Beluga, White Whale",0.107910156,0.64085,40000,1,-0.05078125,0.0,Signed 16 bit PCM,"(25634,)"
65033002,Non-Target,"Beluga, White Whale",0.6958008,1.06171875,81920,1,0.02734375,0.0,Signed 16 bit PCM,"(86976,)"
65033003,Non-Target,"Beluga, White Whale",0.5439453,0.80390625,81920,1,-0.018066406,0.0,Signed 16 bit PCM,"(65856,)"
65033004,Non-Target,"Beluga, White Whale",0.70947266,1.284375,81920,1,0.020507812,0.0,Signed 16 bit PCM,"(105216,)"
65033007,Non-Target,"Beluga, White Whale",0.60839844,1.41796875,81920,1,0.009765625,0.0,Signed 16 bit PCM,"(116160,)"
6503300C,Non-Target,"Beluga, White Whale",0.19335938,1.41796875,81920,1,-0.014160156,0.0,Signed 16 bit PCM,"(116160,)"
6503300D,Non-Target,"Beluga, White Whale",0.19042969,1.31484375,81920,1,-0.023925781,0.0,Signed 16 bit PCM,"(107712,)"
6503300E,Non-Target,"Beluga, White Whale",0.1538086,5.671875,40960,1,-0.017578125,0.0,Signed 16 bit PCM,"(232320,)"
6503300H,Non-Target,"Beluga, White Whale",0.09863281,1.40859375,40960,1,0.0146484375,0.0,Signed 16 bit PCM,"(57696,)"
6503300J,Non-Target,"Beluga, White Whale",0.18310547,1.38984375,40960,1,-0.0034179688,0.0,Signed 16 bit PCM,"(56928,)"
6503300K,Non-Target,"Beluga, White Whale",0.39208984,2.8359375,10240,1,-0.04345703,0.0,Signed 16 bit PCM,"(29040,)"
BelugasHunting,Non-Target,"Beluga, White Whale",0.8536682,10.634739229024943,44100,2,0.0,0.0,Signed 16 bit PCM,"(468992,)"
Dele-multisound-NOAA-Castellote-01-beluga-clip,Non-Target,"Beluga, White Whale",0.39182717,30.617083333333333,24000,1,-0.0034788116,0.0,MPEG Layer III,"(734810,)"
Black-Drum,Non-Target,Black Drum,0.8207092,5.712108843537415,44100,2,0.0,0.0,Signed 16 bit PCM,"(251904,)"
SanctSound_FK01_01_blackgrouper_20190120T115740Z,Non-Target,Black grouper,0.25125122,5.000020833333333,48000,1,3.0517578e-05,0.0,Signed 16 bit PCM,"(240001,)"
ABW_Bremer_Bay_2015,Non-Target,Blue whale,0.383667,35.000166666666665,6000,1,0.0,0.0,Signed 16 bit PCM,"(210001,)"
Cornell-NY-LongIsland-20090123-000000-LPfilter20-amplified-x8speed-blue-clip-fixed,Non-Target,Blue whale,1.5678895,743.728,8000,1,-0.006254622,0.0,MPEG Layer III,"(5949824,)"
SanctSound_CI05_03_bluewhale_20190926T230959Z,Non-Target,Blue whale,0.0038452148,27.0,48000,1,0.0008239746,0.0,Signed 16 bit PCM,"(1296000,)"
SanctSound_MB01_01_bluewhale_20181123T203257Z,Non-Target,Blue whale,0.021331787,60.0,2000,1,0.0054626465,0.0,Signed 16 bit PCM,"(120000,)"
SanctSound_MB01_04_bluewhaleAcall_20200124T031012Z,Non-Target,Blue whale,0.006866455,60.0,48000,1,0.0032348633,0.0,Signed 16 bit PCM,"(2880000,)"
SanctSound_MB01_04_bluewhaleBcall_20200118T042613Z,Non-Target,Blue whale,0.009887695,130.0,48000,1,0.002746582,0.0,Signed 16 bit PCM,"(6240000,)"
SanctSound_OC02_02_bluewhale_20191028T005013Z,Non-Target,Blue whale,0.0034179688,60.0,48000,1,-0.00012207031,0.0,Signed 16 bit PCM,"(2880000,)"
SanctSound_CI01_01_bocaccio_20181101T100353Z,Non-Target,Bocaccio,0.5011902,5.4375,2000,1,0.0,0.0,Signed 16 bit PCM,"(10875,)"
SanctSound_MB01_01_bocaccio_20181217T034855Z,Non-Target,Bocaccio,0.3163147,54.50978125,96000,1,0.0,0.0,Signed 16 bit PCM,"(5232939,)"
SanctSound_MB02_04_bocaccio_20200320T101052Z,Non-Target,Bocaccio,0.3163452,15.0,48000,1,3.0517578e-05,0.0,Signed 16 bit PCM,"(720000,)"
51041C01,Non-Target,Bottlenose Dolphin,0.39160156,0.9715333333333334,30000,1,-0.04248047,0.0,Signed 16 bit PCM,"(29146,)"
56006001,Non-Target,Bottlenose Dolphin,0.25732422,0.9747854785478548,60600,1,0.022949219,0.0,Signed 16 bit PCM,"(59072,)"
56006002,Non-Target,Bottlenose Dolphin,0.2241211,1.2184818481848185,60600,1,-0.032226562,0.0,Signed 16 bit PCM,"(73840,)"
56006003,Non-Target,Bottlenose Dolphin,0.20703125,1.1716171617161717,60600,1,0.033203125,0.0,Signed 16 bit PCM,"(71000,)"
56006004,Non-Target,Bottlenose Dolphin,0.2705078,1.2278547854785478,60600,1,-0.068847656,0.0,Signed 16 bit PCM,"(74408,)"
56006005,Non-Target,Bottlenose Dolphin,0.1508789,1.1716171617161717,60600,1,0.0024414062,0.0,Signed 16 bit PCM,"(71000,)"
