Nome file,Classe,Sottoclasse,Ampiezza del segnale,Durata,Frequenza,Numero di canali,Fase,Frequenza massima interna,Bit Depth,Forma d'onda
6102500I,Non-Target,Atlantic Spotted Dolphin,1.0,1.7937293729372936,60600,1,0.1764706,0.0,Signed 16 bit PCM,"(108700,)"
6102500J,Non-Target,Atlantic Spotted Dolphin,1.0,1.4621782178217821,60600,1,0.11627907,0.0,Signed 16 bit PCM,"(88608,)"
6102500K,Non-Target,Atlantic Spotted Dolphin,1.0,0.8645544554455445,60600,1,-0.012987013,0.0,Signed 16 bit PCM,"(52392,)"
6102500M,Non-Target,Atlantic Spotted Dolphin,1.0,0.9821782178217822,60600,1,0.04109589,0.0,Signed 16 bit PCM,"(59520,)"
6102500N,Non-Target,Atlantic Spotted Dolphin,1.0,1.8723267326732673,60600,1,0.027027028,0.0,Signed 16 bit PCM,"(113463,)"
6102500O,Non-Target,Atlantic Spotted Dolphin,1.0,1.33016501650165,60600,1,0.036585364,0.0,Signed 16 bit PCM,"(80608,)"
6102500P,Non-Target,Atlantic Spotted Dolphin,1.0,1.3526072607260726,60600,1,0.074074075,0.0,Signed 16 bit PCM,"(81968,)"
6102500Q,Non-Target,Atlantic Spotted Dolphin,1.0,1.451089108910891,60600,1,0.115384616,0.0,Signed 16 bit PCM,"(87936,)"
6102500R,Non-Target,Atlantic Spotted Dolphin,1.0,58.62316831683168,60600,1,0.2857143,0.0,Signed 16 bit PCM,"(3552564,)"
61026001,Non-Target,Atlantic Spotted Dolphin,1.0,1.9211875,80000,1,-0.007739938,0.0,Signed 16 bit PCM,"(153695,)"
61026002,Non-Target,Atlantic Spotted Dolphin,1.0,1.7978125,80000,1,-0.052532833,0.0,Signed 16 bit PCM,"(143825,)"
61026004,Non-Target,Atlantic Spotted Dolphin,1.0,1.6121875,80000,1,0.017446471,0.0,Signed 16 bit PCM,"(128975,)"
6102600F,Non-Target,Atlantic Spotted Dolphin,1.0,1.665125,80000,1,0.030913979,0.0,Signed 16 bit PCM,"(133210,)"
6102600G,Non-Target,Atlantic Spotted Dolphin,1.0,1.682425,80000,1,0.021220159,0.0,Signed 16 bit PCM,"(134594,)"
6102601Y,Non-Target,Atlantic Spotted Dolphin,1.0,1.551,80000,1,0.009770396,0.0,Signed 16 bit PCM,"(124080,)"
6102601Z,Non-Target,Atlantic Spotted Dolphin,1.0,1.3395,80000,1,0.02036517,0.0,Signed 16 bit PCM,"(107160,)"
61026020,Non-Target,Atlantic Spotted Dolphin,1.0,1.4241,80000,1,0.023962595,0.0,Signed 16 bit PCM,"(113928,)"
61026021,Non-Target,Atlantic Spotted Dolphin,1.0,1.5369,80000,1,-0.000855432,0.0,Signed 16 bit PCM,"(122952,)"
6102602I,Non-Target,Atlantic Spotted Dolphin,1.0,1.2408,80000,1,0.008933263,0.0,Signed 16 bit PCM,"(99264,)"
6102602J,Non-Target,Atlantic Spotted Dolphin,1.0,1.5792,80000,1,0.00907441,0.0,Signed 16 bit PCM,"(126336,)"
6102602K,Non-Target,Atlantic Spotted Dolphin,1.0,1.4382,80000,1,0.0132231405,0.0,Signed 16 bit PCM,"(115056,)"
6102602T,Non-Target,Atlantic Spotted Dolphin,1.0,1.7907,80000,1,-0.02293578,0.0,Signed 16 bit PCM,"(143256,)"
6102602U,Non-Target,Atlantic Spotted Dolphin,1.0,1.692,80000,1,-0.004508566,0.0,Signed 16 bit PCM,"(135360,)"
6102602V,Non-Target,Atlantic Spotted Dolphin,1.0,1.2549,80000,1,0.015966387,0.0,Signed 16 bit PCM,"(100392,)"
6102602W,Non-Target,Atlantic Spotted Dolphin,1.0,1.1421,80000,1,0.0049535604,0.0,Signed 16 bit PCM,"(91368,)"
61026031,Non-Target,Atlantic Spotted Dolphin,1.0,1.4946,80000,1,0.0,0.0,Signed 16 bit PCM,"(119568,)"
61026036,Non-Target,Atlantic Spotted Dolphin,1.0,1.3677,80000,1,-0.0015974441,0.0,Signed 16 bit PCM,"(109416,)"
6102603A,Non-Target,Atlantic Spotted Dolphin,1.0,1.3959,80000,1,-0.017746229,0.0,Signed 16 bit PCM,"(111672,)"
6102603C,Non-Target,Atlantic Spotted Dolphin,1.0,1.6074,80000,1,-0.011583012,0.0,Signed 16 bit PCM,"(128592,)"
6102603E,Non-Target,Atlantic Spotted Dolphin,1.0,1.5087,80000,1,0.062901154,0.0,Signed 16 bit PCM,"(120696,)"
6102603F,Non-Target,Atlantic Spotted Dolphin,1.0,1.3959,80000,1,-0.029204432,0.0,Signed 16 bit PCM,"(111672,)"
6102603I,Non-Target,Atlantic Spotted Dolphin,1.0,1.3113,80000,1,-0.019745223,0.0,Signed 16 bit PCM,"(104904,)"
6102603L,Non-Target,Atlantic Spotted Dolphin,1.0,1.4382,80000,1,0.051229507,0.0,Signed 16 bit PCM,"(115056,)"
6102603O,Non-Target,Atlantic Spotted Dolphin,1.0,1.2486125,80000,1,-0.022929937,0.0,Signed 16 bit PCM,"(99889,)"
6102603S,Non-Target,Atlantic Spotted Dolphin,1.0,1.2980625,80000,1,-0.028688524,0.0,Signed 16 bit PCM,"(103845,)"
6102603V,Non-Target,Atlantic Spotted Dolphin,1.0,1.4835,80000,1,0.025395034,779.80756,Signed 16 bit PCM,"(118680,)"
6102603W,Non-Target,Atlantic Spotted Dolphin,1.0,1.3846,80000,1,-0.013340745,0.0,Signed 16 bit PCM,"(110768,)"
6102603X,Non-Target,Atlantic Spotted Dolphin,1.0,1.310425,80000,1,0.0053710938,0.0,Signed 16 bit PCM,"(104834,)"
6102603Z,Non-Target,Atlantic Spotted Dolphin,1.0,1.3846,80000,1,0.038038038,0.0,Signed 16 bit PCM,"(110768,)"
6102604J,Non-Target,Atlantic Spotted Dolphin,1.0,1.9292,80000,1,-0.03985056,0.0,Signed 16 bit PCM,"(154336,)"
6102604K,Non-Target,Atlantic Spotted Dolphin,1.0,1.670825,80000,1,-0.021276595,0.0,Signed 16 bit PCM,"(133666,)"
6102604L,Non-Target,Atlantic Spotted Dolphin,1.0,1.75695,80000,1,-0.02101293,0.0,Signed 16 bit PCM,"(140556,)"
Stfr-Multisound-NOAA-PAGroup-01-atlantic-spotted-dolphin-clip,Non-Target,Atlantic Spotted Dolphin,1.0,4.865895833333333,48000,1,0.009916094,0.0,Signed 16 bit PCM,"(233563,)"
Laac-whistles-NOAA-PAGroup-01-atlantic-white-sided-dolphin-clip,Non-Target,Atlantic white-sided dolphin,1.0,12.013650793650793,44100,1,0.02041626,0.0,Signed 16 bit PCM,"(529802,)"
Aust.-fur-seal-ia-male-bark,Non-Target,Australian Fur Seal,1.0,6.260861678004535,22050,1,0.020263456,1938.8032,Signed 16 bit PCM,"(138052,)"
Aust.-sea-lion-ia-male-bark,Non-Target,Australian Sea Lion,1.0,7.092879818594104,22050,1,0.09887695,0.0,Signed 16 bit PCM,"(156398,)"
Orcaella_heinsohni_Chandra-Roebuck-clipped_T0116_1to30sec-copy,Non-Target,Australian Snubfin Dolphin,1.0,3.089953125,192000,1,0.014368653,0.0,Signed 16 bit PCM,"(593271,)"
Bar-Jack,Non-Target,Bar jack,1.0,8.52172335600907,44100,1,0.0,0.0,Signed 16 bit PCM,"(375808,)"
Barred-Grunt,Non-Target,Barred Grunt,1.0,7.9412244897959186,44100,1,0.0,0.0,Signed 16 bit PCM,"(350208,)"
66038001,Non-Target,Bearded Seal,1.0,3.905777777777778,18000,1,0.20421393,0.0,Signed 16 bit PCM,"(70304,)"
66038002,Non-Target,Bearded Seal,1.0,6.109111111111111,18000,1,-0.06947891,0.0,Signed 16 bit PCM,"(109964,)"
66038003,Non-Target,Bearded Seal,1.0,6.5398,30000,1,0.016759777,0.0,Signed 16 bit PCM,"(196194,)"
66038004,Non-Target,Bearded Seal,1.0,8.174777777777777,18000,1,0.04532967,0.0,Signed 16 bit PCM,"(147146,)"
66038005,Non-Target,Bearded Seal,1.0,8.174777777777777,18000,1,-0.017761989,0.0,Signed 16 bit PCM,"(147146,)"
66038007,Non-Target,Bearded Seal,1.0,8.037,18000,1,-0.050151974,0.0,Signed 16 bit PCM,"(144666,)"
70025001,Non-Target,Bearded Seal,1.0,2.8359375,20480,1,0.0528169,0.0,Signed 16 bit PCM,"(58080,)"
70025002,Non-Target,Bearded Seal,1.0,2.7046875,20480,1,0.052188553,0.0,Signed 16 bit PCM,"(55392,)"
70025003,Non-Target,Bearded Seal,1.0,2.8359375,20480,1,-0.07445008,0.0,Signed 16 bit PCM,"(58080,)"
70025004,Non-Target,Bearded Seal,1.0,2.8359375,20480,1,-0.05144033,0.0,Signed 16 bit PCM,"(58080,)"
70025005,Non-Target,Bearded Seal,1.0,1.41796875,20480,1,0.14088398,0.0,Signed 16 bit PCM,"(29040,)"
70025006,Non-Target,Bearded Seal,1.0,2.5640625,20480,1,0.39137787,0.0,Signed 16 bit PCM,"(52512,)"
70025007,Non-Target,Bearded Seal,1.0,2.1046875,20480,1,-0.017173052,0.0,Signed 16 bit PCM,"(43104,)"
70025008,Non-Target,Bearded Seal,1.0,1.321875,10240,1,0.0790378,0.0,Signed 16 bit PCM,"(13536,)"
70025009,Non-Target,Bearded Seal,1.0,1.9921875,10240,1,0.10714286,0.0,Signed 16 bit PCM,"(20400,)"
71012001,Non-Target,Bearded Seal,1.0,1.41796875,5120,1,0.030927835,0.0,Signed 16 bit PCM,"(7260,)"
71012002,Non-Target,Bearded Seal,1.0,1.41796875,5120,1,0.03448276,0.0,Signed 16 bit PCM,"(7260,)"
71012003,Non-Target,Bearded Seal,1.0,0.75,5120,1,0.15306123,0.0,Signed 16 bit PCM,"(3840,)"
71012004,Non-Target,Bearded Seal,1.0,0.75,5120,1,-0.0057471264,0.0,Signed 16 bit PCM,"(3840,)"
71012005,Non-Target,Bearded Seal,1.0,0.75,5120,1,-0.043165468,0.0,Signed 16 bit PCM,"(3840,)"
71012006,Non-Target,Bearded Seal,1.0,1.134375,5120,1,0.038567495,0.0,Signed 16 bit PCM,"(5808,)"
71012007,Non-Target,Bearded Seal,1.0,1.209375,5120,1,-0.05691057,0.0,Signed 16 bit PCM,"(6192,)"
71012008,Non-Target,Bearded Seal,1.0,0.83671875,5120,1,0.032128513,0.0,Signed 16 bit PCM,"(4284,)"
71012009,Non-Target,Bearded Seal,1.0,0.83671875,5120,1,-0.026058631,0.0,Signed 16 bit PCM,"(4284,)"
78018001,Non-Target,Bearded Seal,1.0,40.875,10240,1,0.04584041,0.0,Signed 16 bit PCM,"(418560,)"
78018005,Non-Target,Bearded Seal,1.0,11.34375,10240,1,-0.14214286,0.0,Signed 16 bit PCM,"(116160,)"
7801800M,Non-Target,Bearded Seal,1.0,11.30625,10240,1,0.15175954,0.0,Signed 16 bit PCM,"(115776,)"
Bearded_Seal,Non-Target,Bearded Seal,1.0,53.127256235827666,44100,1,0.0,0.0,Signed 16 bit PCM,"(2342912,)"
Erba-Multisound-Cornell-OrnithologyLab-01-bearded-seal-clip,Non-Target,Bearded Seal,1.0,55.727981859410434,11025,1,-0.008333853,0.0,Signed 16 bit PCM,"(614401,)"
62018001,Non-Target,"Beluga, White Whale",1.0,1.8635,40000,1,0.06169965,0.0,Signed 16 bit PCM,"(74540,)"
62018002,Non-Target,"Beluga, White Whale",1.0,2.5571,40000,1,-0.09186352,0.0,Signed 16 bit PCM,"(102284,)"
62019001,Non-Target,"Beluga, White Whale",1.0,4.2588,20000,1,0.009861933,0.0,Signed 16 bit PCM,"(85176,)"
62019007,Non-Target,"Beluga, White Whale",1.0,5.1685625,16000,1,-0.07201646,0.0,Signed 16 bit PCM,"(82697,)"
6202200E,Non-Target,"Beluga, White Whale",1.0,3.3323125,80000,1,-0.064347826,0.0,Signed 16 bit PCM,"(266585,)"
6202200F,Non-Target,"Beluga, White Whale",1.0,1.549075,80000,1,0.005042017,0.0,Signed 16 bit PCM,"(123926,)"
6202200G,Non-Target,"Beluga, White Whale",1.0,4.1789,80000,1,-0.031311154,0.0,Signed 16 bit PCM,"(334312,)"
6202200P,Non-Target,"Beluga, White Whale",1.0,1.254825,80000,1,-0.031095406,0.0,Signed 16 bit PCM,"(100386,)"
6202200Q,Non-Target,"Beluga, White Whale",1.0,4.4130625,80000,1,-0.016824394,0.0,Signed 16 bit PCM,"(353045,)"
6202200T,Non-Target,"Beluga, White Whale",1.0,4.7372875,80000,1,0.056406684,0.0,Signed 16 bit PCM,"(378983,)"
6202200W,Non-Target,"Beluga, White Whale",1.0,1.305225,80000,1,0.11618257,0.0,Signed 16 bit PCM,"(104418,)"
6202200Z,Non-Target,"Beluga, White Whale",1.0,1.96655,80000,1,0.05912162,0.0,Signed 16 bit PCM,"(157324,)"
62022012,Non-Target,"Beluga, White Whale",1.0,1.089575,80000,1,-0.30744338,0.0,Signed 16 bit PCM,"(87166,)"
62022013,Non-Target,"Beluga, White Whale",1.0,1.674225,80000,1,0.05205905,0.0,Signed 16 bit PCM,"(133938,)"
62022014,Non-Target,"Beluga, White Whale",1.0,1.5280625,80000,1,0.09720786,0.0,Signed 16 bit PCM,"(122245,)"
62022016,Non-Target,"Beluga, White Whale",1.0,1.7008,80000,1,-0.009098428,0.0,Signed 16 bit PCM,"(136064,)"
62022017,Non-Target,"Beluga, White Whale",1.0,2.3518875,80000,1,-0.29271522,0.0,Signed 16 bit PCM,"(188151,)"
62022018,Non-Target,"Beluga, White Whale",1.0,2.49805,80000,1,0.10526316,0.0,Signed 16 bit PCM,"(199844,)"
62026001,Non-Target,"Beluga, White Whale",1.0,2.1258,20000,1,-0.0323741,0.0,Signed 16 bit PCM,"(42516,)"
62026002,Non-Target,"Beluga, White Whale",1.0,4.3827,20000,1,0.046189375,0.0,Signed 16 bit PCM,"(87654,)"
62026003,Non-Target,"Beluga, White Whale",1.0,5.8701,20000,1,-0.03268945,0.0,Signed 16 bit PCM,"(117402,)"
62026006,Non-Target,"Beluga, White Whale",1.0,3.8974375,16000,1,-0.02259887,0.0,Signed 16 bit PCM,"(62359,)"
62026007,Non-Target,"Beluga, White Whale",1.0,2.7570625,16000,1,-0.015957447,0.0,Signed 16 bit PCM,"(44113,)"
62026009,Non-Target,"Beluga, White Whale",1.0,8.731875,16000,1,-0.023333333,0.0,Signed 16 bit PCM,"(139710,)"
6202600A,Non-Target,"Beluga, White Whale",1.0,2.007375,16000,1,-0.0061728396,0.0,Signed 16 bit PCM,"(32118,)"
6202600B,Non-Target,"Beluga, White Whale",1.0,2.070125,16000,1,-0.014285714,0.0,Signed 16 bit PCM,"(33122,)"
6202600C,Non-Target,"Beluga, White Whale",1.0,2.0034375,16000,1,-0.24299066,0.0,Signed 16 bit PCM,"(32055,)"
6202600D,Non-Target,"Beluga, White Whale",1.0,2.654625,16000,1,0.0038461538,0.0,Signed 16 bit PCM,"(42474,)"
63015001,Non-Target,"Beluga, White Whale",1.0,4.326466666666667,30000,1,-0.13243762,0.0,Signed 16 bit PCM,"(129794,)"
63015002,Non-Target,"Beluga, White Whale",1.0,4.078633333333333,30000,1,0.16851442,0.0,Signed 16 bit PCM,"(122359,)"
63015003,Non-Target,"Beluga, White Whale",1.0,2.3434333333333335,30000,1,-0.08708709,1211.3076,Signed 16 bit PCM,"(70303,)"
63015004,Non-Target,"Beluga, White Whale",1.0,3.0044666666666666,30000,1,-0.03354839,0.0,Signed 16 bit PCM,"(90134,)"
63015005,Non-Target,"Beluga, White Whale",1.0,2.9171,30000,1,0.17435898,0.0,Signed 16 bit PCM,"(87513,)"
63015006,Non-Target,"Beluga, White Whale",1.0,4.3895,16000,1,-0.17509727,0.0,Signed 16 bit PCM,"(70232,)"
65030001,Non-Target,"Beluga, White Whale",1.0,1.22235,40000,1,-0.04863813,0.0,Signed 16 bit PCM,"(48894,)"
65030009,Non-Target,"Beluga, White Whale",1.0,3.3699,40000,1,0.2167043,0.0,Signed 16 bit PCM,"(134796,)"
6503000F,Non-Target,"Beluga, White Whale",1.0,1.37125,40000,1,0.0625,0.0,Signed 16 bit PCM,"(54850,)"
6503000G,Non-Target,"Beluga, White Whale",1.0,0.5223,40000,1,0.322807,0.0,Signed 16 bit PCM,"(20892,)"
6503000H,Non-Target,"Beluga, White Whale",1.0,0.61425,40000,1,-0.3106796,0.0,Signed 16 bit PCM,"(24570,)"
6503000I,Non-Target,"Beluga, White Whale",1.0,0.64085,40000,1,-0.47058824,0.0,Signed 16 bit PCM,"(25634,)"
65033002,Non-Target,"Beluga, White Whale",1.0,1.06171875,81920,1,0.039298244,0.0,Signed 16 bit PCM,"(86976,)"
65033003,Non-Target,"Beluga, White Whale",1.0,0.80390625,81920,1,-0.033213645,0.0,Signed 16 bit PCM,"(65856,)"
65033004,Non-Target,"Beluga, White Whale",1.0,1.284375,81920,1,0.028905712,0.0,Signed 16 bit PCM,"(105216,)"
65033007,Non-Target,"Beluga, White Whale",1.0,1.41796875,81920,1,0.016051365,0.0,Signed 16 bit PCM,"(116160,)"
6503300C,Non-Target,"Beluga, White Whale",1.0,1.41796875,81920,1,-0.07323232,0.0,Signed 16 bit PCM,"(116160,)"
6503300D,Non-Target,"Beluga, White Whale",1.0,1.31484375,81920,1,-0.12564103,0.0,Signed 16 bit PCM,"(107712,)"
6503300E,Non-Target,"Beluga, White Whale",1.0,5.671875,40960,1,-0.114285715,0.0,Signed 16 bit PCM,"(232320,)"
6503300H,Non-Target,"Beluga, White Whale",1.0,1.40859375,40960,1,0.14851485,0.0,Signed 16 bit PCM,"(57696,)"
6503300J,Non-Target,"Beluga, White Whale",1.0,1.38984375,40960,1,-0.018666666,0.0,Signed 16 bit PCM,"(56928,)"
6503300K,Non-Target,"Beluga, White Whale",1.0,2.8359375,10240,1,-0.11083437,0.0,Signed 16 bit PCM,"(29040,)"
BelugasHunting,Non-Target,"Beluga, White Whale",1.0,10.634739229024943,44100,1,0.0,0.0,Signed 16 bit PCM,"(468992,)"
Dele-multisound-NOAA-Castellote-01-beluga-clip,Non-Target,"Beluga, White Whale",1.0,30.617083333333333,24000,1,-0.008878505,0.0,Signed 16 bit PCM,"(734810,)"
Black-Drum,Non-Target,Black Drum,1.0,5.712108843537415,44100,1,0.0,0.0,Signed 16 bit PCM,"(251904,)"
SanctSound_FK01_01_blackgrouper_20190120T115740Z,Non-Target,Black grouper,1.0,5.000020833333333,48000,1,0.000121462406,0.0,Signed 16 bit PCM,"(240001,)"
ABW_Bremer_Bay_2015,Non-Target,Blue whale,1.0,35.000166666666665,6000,1,0.0,0.0,Signed 16 bit PCM,"(210001,)"
Cornell-NY-LongIsland-20090123-000000-LPfilter20-amplified-x8speed-blue-clip-fixed,Non-Target,Blue whale,1.0,743.728,8000,1,-0.0062561035,0.0,Signed 16 bit PCM,"(5949824,)"
SanctSound_CI05_03_bluewhale_20190926T230959Z,Non-Target,Blue whale,1.0,27.0,48000,1,0.21428572,0.0,Signed 16 bit PCM,"(1296000,)"
SanctSound_MB01_01_bluewhale_20181123T203257Z,Non-Target,Blue whale,1.0,60.0,2000,1,0.25608012,0.0,Signed 16 bit PCM,"(120000,)"
SanctSound_MB01_04_bluewhaleAcall_20200124T031012Z,Non-Target,Blue whale,1.0,60.0,48000,1,0.47111112,0.0,Signed 16 bit PCM,"(2880000,)"
SanctSound_MB01_04_bluewhaleBcall_20200118T042613Z,Non-Target,Blue whale,1.0,130.0,48000,1,0.2777778,0.0,Signed 16 bit PCM,"(6240000,)"
SanctSound_OC02_02_bluewhale_20191028T005013Z,Non-Target,Blue whale,1.0,60.0,48000,1,-0.035714287,0.0,Signed 16 bit PCM,"(2880000,)"
SanctSound_CI01_01_bocaccio_20181101T100353Z,Non-Target,Bocaccio,1.0,5.4375,2000,1,0.0,0.0,Signed 16 bit PCM,"(10875,)"
SanctSound_MB01_01_bocaccio_20181217T034855Z,Non-Target,Bocaccio,1.0,54.50978125,96000,1,0.0,0.0,Signed 16 bit PCM,"(5232939,)"
SanctSound_MB02_04_bocaccio_20200320T101052Z,Non-Target,Bocaccio,1.0,15.0,48000,1,9.646923e-05,0.0,Signed 16 bit PCM,"(720000,)"
51041C01,Non-Target,Bottlenose Dolphin,1.0,0.9715333333333334,30000,1,-0.1084788,0.0,Signed 16 bit PCM,"(29146,)"
56006001,Non-Target,Bottlenose Dolphin,1.0,0.9747854785478548,60600,1,0.08918406,0.0,Signed 16 bit PCM,"(59072,)"
56006002,Non-Target,Bottlenose Dolphin,1.0,1.2184818481848185,60600,1,-0.14379086,0.0,Signed 16 bit PCM,"(73840,)"
56006003,Non-Target,Bottlenose Dolphin,1.0,1.1716171617161717,60600,1,0.16037735,0.0,Signed 16 bit PCM,"(71000,)"
56006004,Non-Target,Bottlenose Dolphin,1.0,1.2278547854785478,60600,1,-0.25451264,0.0,Signed 16 bit PCM,"(74408,)"
56006005,Non-Target,Bottlenose Dolphin,1.0,1.1716171617161717,60600,1,0.01618123,0.0,Signed 16 bit PCM,"(71000,)"
56006006,Non-Target,Bottlenose Dolphin,1.0,1.0966336633663367,60600,1,-0.20763724,0.0,Signed 16 bit PCM,"(66456,)"
5600600A,Non-Target,Bottlenose Dolphin,1.0,1.180990099009901,60600,1,-0.06873614,0.0,Signed 16 bit PCM,"(71568,)"
5600600B,Non-Target,Bottlenose Dolphin,1.0,1.452805280528053,60600,1,0.0011806375,0.0,Signed 16 bit PCM,"(88040,)"
5600600D,Non-Target,Bottlenose Dolphin,1.0,0.7685808580858086,60600,1,0.04360465,0.0,Signed 16 bit PCM,"(46576,)"
5600600E,Non-Target,Bottlenose Dolphin,1.0,1.0122772277227723,60600,1,0.2020316,0.0,Signed 16 bit PCM,"(61344,)"
89514001,Non-Target,Bottlenose Dolphin,1.0,1.125,81920,1,-0.014354067,0.0,Signed 16 bit PCM,"(92160,)"
89514002,Non-Target,Bottlenose Dolphin,1.0,1.125,81920,1,-0.16651982,0.0,Signed 16 bit PCM,"(92160,)"
89514003,Non-Target,Bottlenose Dolphin,1.0,1.5,81920,1,0.001285347,0.0,Signed 16 bit PCM,"(122880,)"
89514004,Non-Target,Bottlenose Dolphin,1.0,1.5,81920,1,-0.010504202,0.0,Signed 16 bit PCM,"(122880,)"
89514005,Non-Target,Bottlenose Dolphin,1.0,1.875,81920,1,-0.012219959,0.0,Signed 16 bit PCM,"(153600,)"
89514010,Non-Target,Bottlenose Dolphin,1.0,1.303125,81920,1,-0.0146777285,0.0,Signed 16 bit PCM,"(106752,)"
89514011,Non-Target,Bottlenose Dolphin,1.0,1.303125,81920,1,-0.0025359257,0.0,Signed 16 bit PCM,"(106752,)"
89514012,Non-Target,Bottlenose Dolphin,1.0,1.303125,81920,1,0.0022744504,0.0,Signed 16 bit PCM,"(106752,)"
89514013,Non-Target,Bottlenose Dolphin,1.0,1.303125,81920,1,0.0070921984,0.0,Signed 16 bit PCM,"(106752,)"
89514014,Non-Target,Bottlenose Dolphin,1.0,1.303125,81920,1,-0.002610966,0.0,Signed 16 bit PCM,"(106752,)"
